DESCRIPTION,PON,NUMERO,SERIAL,MODELO
rcarloso,5,1,ZTEGc4a65be8,F680V6.0.03
wandersonrda,5,2,HWTCb17ba29d,HS8145V
cleusaras,5,3,FHTT15957f38,AN5506-01-A1
eberccs,5,4,ZTEGc4a65bb6,F680V6.0.03
matheushenriquebs,5,5,HWTCaea18e9f,HS8145V5
ananeideos,5,6,FHTT061b61c0,AN5506-04-B2
lindalvadv,5,7,FHTT145f32b8,AN5506-01-A1
marlenefds,5,8,HWTCeaa9aa9f,HS8145V5
PON[8]-AN5506-01-A1[4],5,9,ZTEGcec99044,F601V7.0
fxavierrs,5,10,FHTT10a419c0,AN5506-01-A1
