DESCRIPTION,PON,NUMERO,SERIAL,MODELO
alexanderams,1,1,ZTEGcecdf83c,F601V7.0
rafaelhm,1,2,ZTEGc8ffbcd1,F680V6.0.03
flavianeag,1,3,FHTT91063910,AN5506-01-A1
rafaelqs,1,4,HWTC5c12b3a3,HS8145V5
rafaelarr,1,6,ZTEGd0891314,F612V9.2
jessicacbcs,1,7,ZTEGcec98a56,F601V7.0
mariadela,1,8,ZTEGd0890265,F612V9.2
thaisfls,1,9,ZTEGd0226c44,F601V7.0
